Overall Qual,Gr Liv Area,Garage Cars,Garage Area,1st Flr SF,Total Bsmt SF,Lot Area,BsmtFin SF 1,Full Bath,year_since_remod,SalePrice,Log_SalePrice
5,6.9363427358340495,2.0,360.0,6.9363427358340495,1008.0,8960,0.0,1,60,115000,11.652696102959753
5,7.3395376954076745,2.0,576.0,6.97354301952014,927.0,6120,0.0,1,59,141500,11.860062063178267
10,7.934155233536322,4.0,1150.0,7.398174092970465,1620.0,12539,6.9874902470009905,2,2,460000,13.038983942375959
5,6.933423025730715,2.0,370.0,6.933423025730715,1015.0,8660,6.220590170099739,2,31,153500,11.941462360646149
8,7.650168700845001,3.0,786.0,6.8658910748834385,918.0,9709,6.658011045870748,2,0,319500,12.674515682685282
6,7.52131798019924,1.0,315.0,7.063903961472068,1040.0,10496,5.2832037287379885,2,57,143000,11.870606902224587
7,7.5443321080536885,1.0,308.0,6.872128101338986,925.0,10120,0.0,1,57,122000,11.711784520403112
6,7.170119543449628,2.0,494.0,7.170119543449628,967.0,11375,6.602587892189336,1,12,150000,11.918397239722838
6,7.10085190894405,2.0,492.0,7.10085190894405,506.0,8471,6.2285110035911835,1,11,151000,11.92504173829169
6,7.305860032684009,2.0,552.0,7.305860032684009,1488.0,21579,6.70196036600254,2,39,215000,12.278397958261774
5,7.0707241072602764,1.0,360.0,7.0707241072602764,1176.0,16133,6.742880635791903,1,37,119900,11.694421681264394
4,6.775366090936392,2.0,728.0,6.775366090936392,385.0,7200,5.955837369464831,1,1,117000,11.669937760751914
5,7.277938572945661,0.0,0.0,6.687108607866515,801.0,10134,0.0,1,59,103000,11.542493975902508
4,7.333023014386481,1.0,240.0,6.9930151229329605,0.0,8405,0.0,2,59,98000,11.49273296168228
5,7.549082710812286,2.0,484.0,7.549082710812286,1898.0,26073,7.018401799069201,2,52,236500,12.373707715234994
5,7.551186867296149,2.0,576.0,7.112327444710911,1100.0,6120,5.318119993844216,2,58,123500,11.724004532183379
5,7.048386408721883,1.0,288.0,7.048386408721883,1150.0,7000,6.661854740545311,1,45,146000,11.891368749982085
7,7.45298232946546,2.0,527.0,6.78105762593618,880.0,8924,0.0,2,9,188000,12.144202560946876
5,7.491645473605133,0.0,0.0,6.799055862058796,896.0,9000,0.0,2,35,136000,11.820417517632333
7,7.267525427828172,2.0,432.0,6.57507584059962,716.0,7795,6.054439346269371,2,4,188500,12.146858590895919
3,6.947937068614969,2.0,400.0,6.947937068614969,0.0,8544,0.0,2,56,87500,11.37940550085183
4,7.00397413672268,1.0,312.0,7.00397413672268,1100.0,12493,6.040254711277414,1,48,141000,11.856522261533737
6,6.762729506931879,1.0,288.0,6.762729506931879,864.0,7332,6.028278520230698,1,47,120000,11.695255355062795
5,7.0825485693553,2.0,540.0,7.0825485693553,1106.0,7728,6.6895992691789665,1,44,132500,11.794345471549745
7,7.123672785204607,2.0,528.0,7.123672785204607,1265.0,10331,5.375278407684165,2,22,174000,12.066816325306588
8,7.2868764117507,2.0,480.0,7.2868764117507,1460.0,10037,6.502790045915623,2,1,247000,12.417147664184915
4,7.149916836132109,1.0,275.0,6.962243464266207,616.0,11388,0.0,1,13,121000,11.703554089007538
3,6.573680166960646,2.0,660.0,6.573680166960646,715.0,10914,0.0,1,56,68000,11.127277689932466
7,7.747164966520335,2.0,502.0,7.060476365999801,1150.0,11060,0.0,2,1,229000,12.34148164933907
7,7.999342952713282,2.0,564.0,7.549082710812286,710.0,11275,0.0,2,3,242000,12.396697137361691
4,7.111512116496157,0.0,0.0,7.111512116496157,950.0,9320,6.345636360828596,1,51,128950,11.767187766223199
5,6.8966943316227125,2.0,624.0,6.8966943316227125,988.0,9100,3.6109179126442243,1,44,129500,11.771443882099637
5,7.370860166536716,2.0,561.0,6.587550014824796,725.0,10411,0.0,3,0,212109,12.264860287013262
4,6.645090969505644,1.0,355.0,6.645090969505644,768.0,8172,6.300785794663244,1,52,125000,11.736077016252437
3,7.175489713624222,0.0,0.0,7.175489713624222,728.0,5350,0.0,1,44,76500,11.245059091624615
7,7.377133712833954,2.0,433.0,6.744059186311348,848.0,9171,0.0,2,1,201490,12.213499994358957
4,7.273092595999522,0.0,0.0,7.273092595999522,1440.0,7711,7.273092595999522,2,30,150000,11.918397239722838
5,7.05617528410041,1.0,336.0,7.05617528410041,1051.0,11553,6.513230110912307,1,38,158000,11.970356641102999
5,7.189922170745808,2.0,576.0,7.189922170745808,409.0,17541,5.707110264748875,2,2,216000,12.283038316285214
6,7.1693500166706,1.0,240.0,6.633318433280377,651.0,6821,4.736198448394496,2,2,146500,11.89478753335453
5,6.813444599510896,1.0,294.0,6.813444599510896,882.0,8450,5.093750200806762,1,38,116000,11.661354090741
6,7.524021415206125,2.0,440.0,6.928537818164665,822.0,9760,6.285998094508865,2,14,187000,12.138869243416009
5,7.478169694159785,1.0,240.0,6.889591308354466,731.0,7200,6.345636360828596,1,57,175000,12.07254696717504
9,7.511524648390866,3.0,774.0,7.511524648390866,1822.0,11694,3.8918202981106265,2,0,314813,12.659737267217572
6,7.050122520269059,2.0,412.0,7.050122520269059,912.0,11700,0.0,1,39,143450,11.873748792455272
6,7.227662498728654,1.0,198.0,6.660575149839686,780.0,8600,0.0,2,56,119500,11.691080018519527
6,7.1204443723924875,2.0,480.0,6.398594934535208,600.0,2544,5.932245187448011,2,5,152000,11.931642378754141
7,7.237059026124737,1.0,240.0,6.56244409369372,651.0,3378,0.0,1,17,135000,11.813037464800539
8,7.493317248862145,3.0,895.0,7.493317248862145,1795.0,9986,0.0,2,0,147000,11.898194668458823
7,7.3632795869630385,2.0,614.0,6.658011045870748,770.0,8125,0.0,2,0,197000,12.190964083849375
6,7.3098814858247865,2.0,461.0,7.3098814858247865,1208.0,15410,4.844187086458591,2,8,169000,12.037659911047468
5,6.785587645007929,2.0,504.0,6.785587645007929,840.0,9180,6.617402977974478,1,24,144000,11.87757552297847
7,7.232010331664759,2.0,490.0,6.513230110912307,673.0,2651,6.464588303689961,2,6,165000,12.013706813470414
5,7.3632795869630385,1.0,225.0,6.949856455000773,1042.0,6240,0.0,1,56,149000,11.91170829631447
7,7.264730177929867,2.0,576.0,6.744059186311348,712.0,6451,5.342334251964811,1,36,139900,11.848690308590857
7,7.31986492980897,2.0,393.0,6.694562058521095,783.0,7875,0.0,2,3,180000,12.100717685412471
5,7.076653815443951,1.0,288.0,7.076653815443951,528.0,8000,6.073044534100405,1,50,138000,11.835016210489899
6,7.360103972989152,2.0,380.0,6.684611727667927,799.0,7837,0.0,2,15,178000,12.08954444723597
7,7.329749689041512,2.0,478.0,7.329749689041512,1524.0,20270,6.396929655216146,2,29,245000,12.409017571151187
6,7.402451520818244,1.0,240.0,7.062191632286556,1064.0,10480,0.0,1,58,115000,11.652696102959753
8,7.312553498102598,3.0,844.0,7.312553498102598,1498.0,11645,3.2188758248682006,2,3,237000,12.37581963951765
6,7.666221925662725,2.0,441.0,7.27655640271871,844.0,11888,0.0,2,15,214500,12.276069679344003
6,6.744059186311348,2.0,420.0,6.744059186311348,848.0,4435,6.511745329644728,1,7,143750,11.87583791515714
6,7.496097345175956,2.0,463.0,6.915723448631314,982.0,8123,0.0,2,9,179000,12.095146671399466
7,7.319202458767849,2.0,572.0,7.319202458767849,1508.0,17485,7.205635176410364,1,0,308030,12.637955706241554
7,7.803435056952168,2.0,441.0,7.550135342488429,1438.0,18275,6.456769655572163,3,8,277500,12.533579815765737
7,7.529406457837013,2.0,492.0,6.825460036255307,916.0,13450,6.55250788703459,2,4,200000,12.206077645517674
8,7.400620577371135,3.0,865.0,7.400620577371135,1623.0,13501,4.1588830833596715,2,1,255000,12.449022745701502
6,7.172424577124845,1.0,309.0,7.172424577124845,1302.0,9350,5.602118820879701,2,16,158000,11.970356641102999
5,7.1569563646156364,1.0,240.0,6.658011045870748,672.0,4484,6.186208623900494,1,28,108500,11.59451466851004
4,6.906754778648554,2.0,460.0,6.906754778648554,0.0,9000,0.0,1,57,89500,11.402005077384885
3,6.876264611890766,0.0,0.0,6.398594934535208,600.0,5925,0.0,1,59,37900,10.542732775946709
7,7.750614732770409,3.0,617.0,6.9874902470009905,1035.0,12104,0.0,3,0,287602,12.569336335929005
5,7.039660349862076,0.0,0.0,7.039660349862076,1140.0,17217,0.0,1,0,84500,11.344518647594766
7,7.6487397889562425,2.0,583.0,7.011213987350367,1108.0,9750,6.883462586413092,2,8,274300,12.521981322562505
6,6.816735880594968,1.0,288.0,6.816735880594968,912.0,6768,6.725033642166843,1,12,142000,11.863589378812122
6,7.138073034044347,1.0,280.0,6.54965074223381,560.0,9060,5.3230099791384085,1,59,105000,11.561725152903833
5,6.983789965258135,1.0,264.0,6.983789965258135,1054.0,10230,0.0,1,59,125000,11.736077016252437
5,6.957497370876951,1.0,336.0,6.957497370876951,1043.0,8510,6.2166061010848646,1,38,143000,11.870606902224587
5,7.221835825288449,1.0,195.0,7.221835825288449,1078.0,11767,6.983789965258135,1,59,120000,11.695255355062795
7,7.254884810077338,2.0,403.0,6.56244409369372,707.0,7750,0.0,2,6,176000,12.07824495582233
6,7.3031700512368,2.0,390.0,6.610696044717759,742.0,12589,0.0,2,4,174000,12.066816325306588
6,7.310550158534422,2.0,438.0,7.310550158534422,1495.0,12890,0.0,2,19,150000,11.918397239722838
5,7.214504414151143,1.0,336.0,6.5337888379333435,687.0,3600,5.75890177387728,1,2,124500,11.732069026983156
4,7.4949862339505335,2.0,342.0,7.053585727193677,1075.0,9639,0.0,2,57,137000,11.827743504053695
7,7.316548177182976,2.0,478.0,7.316548177182976,1504.0,11883,6.53813982376767,2,13,203000,12.220966184120165
5,7.172424577124845,2.0,440.0,6.447305862541213,630.0,2016,0.0,2,37,106000,11.571203807011969
6,6.828712071641684,1.0,264.0,6.828712071641684,923.0,8012,6.298949246855942,2,30,143000,11.870606902224587
7,7.261927092702751,1.0,312.0,7.261927092702751,1228.0,7290,0.0,2,58,168000,12.031725210748633
8,7.321849713788356,3.0,845.0,7.321849713788356,1512.0,10141,6.248042874508429,2,5,203000,12.220966184120165
7,7.539027055823995,2.0,473.0,6.984716320118266,1079.0,10560,6.163314804034641,2,15,239900,12.3879816172226
7,7.665753431861699,1.0,312.0,7.111512116496157,1528.0,10452,6.056784013228625,1,25,257500,12.458778882573533
3,6.982862751468942,1.0,210.0,6.982862751468942,1007.0,9786,0.0,1,56,91000,11.418625774449598
6,7.105786129481271,0.0,0.0,6.511745329644728,672.0,1680,0.0,1,35,91500,11.424105180165641
6,7.45298232946546,2.0,480.0,7.45298232946546,1680.0,17871,6.270988431858299,1,33,197900,12.19552218463499
5,7.351799869057777,2.0,400.0,6.767343125265392,690.0,6406,6.045005314036012,1,59,150000,11.918397239722838
7,7.76004068088038,3.0,889.0,7.15305163493748,1264.0,10208,0.0,2,12,265000,12.487488878546145
6,7.110696122978827,2.0,402.0,7.110696122978827,1224.0,4500,6.784457062637643,2,10,165000,12.013706813470414
7,7.388327859577107,3.0,834.0,7.388327859577107,1616.0,8688,0.0,2,1,232000,12.354496960983985
4,6.617402977974478,2.0,528.0,6.617402977974478,600.0,5825,0.0,1,53,79900,11.288543647320601
6,7.110696122978827,1.0,280.0,6.705639094860003,816.0,8064,6.1779441140506,1,6,132000,11.790564777297387
5,7.013915474810528,1.0,288.0,6.366470447731438,530.0,7200,0.0,1,11,101000,11.522885696764481
6,7.284134806195205,2.0,440.0,6.752270376141742,855.0,2280,5.7430031878094825,2,32,146000,11.891368749982085
4,7.736743682453495,2.0,560.0,7.1284959456800365,777.0,11340,0.0,2,60,122500,11.715874472198905
6,7.669961995473577,1.0,509.0,7.075808863978387,896.0,13000,6.1070228877422545,2,41,193500,12.173037959397275
7,6.962243464266207,1.0,319.0,6.962243464266207,1061.0,2304,6.450470422144176,2,29,142500,11.86710429621008
5,7.069023426578259,2.0,576.0,6.523562306149512,680.0,9000,4.875197323201151,1,1,135000,11.813037464800539
9,7.390798521735676,3.0,912.0,7.390798521735676,1620.0,12898,6.930494765951626,2,1,315500,12.66191713053049
5,7.583247524303362,0.0,0.0,6.932447891572509,940.0,8525,0.0,1,58,130000,11.775297421715827
8,7.557994958530806,2.0,506.0,6.833031732786201,908.0,10041,6.672032945461067,2,14,220000,12.301387370778713
5,7.085064293952548,2.0,501.0,7.085064293952548,1153.0,13110,6.870053411798126,2,34,146500,11.89478753335453
6,7.426549072397305,2.0,575.0,7.426549072397305,1408.0,8125,7.037905963447182,2,10,193500,12.173037959397275
10,7.75491027202143,3.0,846.0,7.463363045520021,1682.0,12474,7.155396301896734,2,0,426000,12.962196972666593
9,7.57095858316901,3.0,606.0,7.57095858316901,1930.0,10159,7.4067107301776405,2,0,395192,12.887129532148373
5,7.150701457592526,2.0,576.0,6.437751649736401,624.0,10475,6.129050210060545,1,19,136000,11.820417517632333
4,6.665683717782408,0.0,0.0,6.665683717782408,784.0,6931,6.665683717782408,1,53,91900,11.428467189677395
6,7.3098814858247865,1.0,213.0,6.625392368007956,771.0,7500,6.306275286948016,1,59,177500,12.086731521684555
8,7.639642287858013,3.0,836.0,6.957497370876951,1034.0,10800,6.672032945461067,2,0,339750,12.73596827534975
5,7.202661196523238,1.0,256.0,7.202661196523238,1342.0,9280,6.324358962381311,1,56,125000,11.736077016252437
5,7.020190708311925,1.0,264.0,7.020190708311925,1118.0,11332,6.270988431858299,1,8,153000,11.938199736300925
7,7.30854279753919,2.0,608.0,7.30854279753919,1492.0,11166,3.2188758248682006,2,8,201000,12.211065162153215
6,7.451241684987676,2.0,471.0,6.842683282238422,928.0,8462,6.703188113240863,2,13,201000,12.211065162153215
5,7.074116816197362,2.0,477.0,7.074116816197362,1180.0,7830,0.0,1,39,128000,11.759793355371237
6,6.974478911025045,1.0,288.0,6.974478911025045,1124.0,6120,6.8679744089702925,1,60,109500,11.603688960617083
8,7.113956109566034,2.0,472.0,7.113956109566034,1228.0,4671,6.643789733147672,2,19,189000,12.149507585033072
9,7.496097345175956,2.0,702.0,7.496097345175956,1800.0,11923,0.0,2,2,239000,12.384223015005313
7,7.216709486709457,2.0,610.0,7.216709486709457,1351.0,9627,3.2188758248682006,2,1,193000,12.170450649220749
5,7.488293515159428,2.0,529.0,7.3901814282264295,1499.0,164660,7.1308988302963465,2,43,228950,12.34126328584159
7,7.335633981927201,2.0,576.0,7.335633981927201,1533.0,70761,6.486160788944089,2,31,280000,12.54254845357358
6,7.605890001053122,3.0,795.0,7.198931240688173,672.0,19950,0.0,2,56,235000,12.367345048436391
8,8.069342366811636,2.0,380.0,7.57095858316901,965.0,12168,6.061456918928017,2,9,359100,12.791358964949923
6,7.405495663199472,2.0,460.0,6.8690144506657065,941.0,9649,0.0,2,7,185000,12.128116509451258
8,7.43543801981455,2.0,642.0,7.43543801981455,1694.0,14694,7.133295954896068,2,1,318750,12.672165512704753
5,6.841615476477592,1.0,288.0,6.841615476477592,935.0,13526,6.329720905522696,1,41,137000,11.827743504053695
7,7.31455283232408,2.0,512.0,7.31455283232408,1501.0,4054,6.856461984594587,2,20,244000,12.404927602627597
7,7.200424892944957,2.0,484.0,7.200424892944957,1309.0,8049,6.960347729101308,2,16,180000,12.100717685412471
5,7.451241684987676,2.0,440.0,7.451241684987676,1461.0,10335,6.3473892096560105,2,13,180000,12.100717685412471
6,6.725033642166843,2.0,528.0,6.725033642166843,832.0,7227,0.0,1,54,105500,11.566475710526321
6,7.383989457978509,2.0,525.0,6.626717749249025,754.0,8453,5.8944028342648505,2,13,182000,12.111767460549332
6,7.470793774195062,2.0,530.0,6.734591659972948,840.0,9468,6.461468176353717,2,7,214000,12.273735966890268
5,7.1204443723924875,1.0,288.0,7.1204443723924875,912.0,6993,6.144185634125646,1,12,135000,11.813037464800539
6,7.00033446027523,0.0,0.0,6.35088571671474,572.0,9600,0.0,1,58,79000,11.277215789596893
6,7.380879035564116,2.0,470.0,6.831953565565855,926.0,8702,6.561030665896573,2,10,187500,12.141539457711714
5,7.605392364814935,1.0,230.0,7.014814351275545,896.0,7800,6.403574197934815,3,4,225000,12.323860125621126
4,6.776506992372183,1.0,320.0,6.776506992372183,876.0,6410,5.808142489980444,1,50,85000,11.350418300109132
8,7.9919305198524775,3.0,916.0,7.449498005382849,1706.0,13069,0.0,2,3,342000,12.742568940017076
4,7.027314514039777,2.0,520.0,7.027314514039777,0.0,8777,0.0,2,6,108000,11.58989576532275
4,7.024649030453636,1.0,264.0,6.650279048587422,732.0,6060,0.0,1,57,100000,11.51293546492023
5,7.051855622955894,1.0,336.0,7.051855622955894,864.0,11556,6.013715156042802,1,1,142000,11.863589378812122
6,7.655864017616056,2.0,576.0,6.996681488176539,952.0,11075,6.2166061010848646,2,39,206900,12.239995696974733
7,7.450660796211539,2.0,565.0,6.7580945044277305,860.0,11645,0.0,2,2,196500,12.188422799337028
5,6.873163834212518,1.0,300.0,6.873163834212518,828.0,7800,6.464588303689961,1,41,119900,11.694421681264394
5,6.8308742346461795,1.0,429.0,6.8308742346461795,925.0,9100,5.82600010738045,1,44,117500,11.674202123168433
8,7.443078374348516,2.0,511.0,7.443078374348516,1686.0,16669,0.0,2,25,228000,12.337105293891872
5,6.893656354602635,1.0,328.0,6.893656354602635,985.0,8385,6.39024066706535,2,31,149900,11.917730355182513
5,6.726233402358747,2.0,495.0,6.726233402358747,833.0,12887,5.337538079701318,1,26,149900,11.917730355182513
5,7.884199933676039,2.0,638.0,7.357556200910353,671.0,16779,5.5909869805108565,3,11,158000,11.970356641102999
5,7.0909098220799835,0.0,0.0,7.0909098220799835,1200.0,10800,7.0909098220799835,3,21,179000,12.095146671399466
7,7.455298485683291,2.0,572.0,6.762729506931879,864.0,9313,0.0,2,5,190000,12.154784614286667
5,7.5678626054638825,2.0,567.0,6.853299093186078,1122.0,11900,5.993961427306569,2,32,185000,12.128116509451258
5,7.201170883281678,1.0,252.0,7.201170883281678,0.0,9060,0.0,1,1,120000,11.695255355062795
7,7.444833273892193,2.0,480.0,6.805722553416985,576.0,10300,0.0,2,60,140000,11.849404844423074
7,7.619233416226805,2.0,513.0,7.619233416226805,2136.0,215245,7.1204443723924875,2,44,375000,12.834683971615659
8,7.43543801981455,3.0,818.0,7.43543801981455,1694.0,12030,0.0,2,0,318000,12.669809806411457
6,7.388946097618437,2.0,533.0,7.388946097618437,1604.0,8012,5.111987788356544,2,14,193000,12.170450649220749
7,7.312553498102598,2.0,675.0,7.312553498102598,1498.0,8990,0.0,2,0,204900,12.230282214644559
6,7.4570320891223805,2.0,462.0,6.739336627357174,836.0,9370,6.63200177739563,2,13,248500,12.423202148655593
5,7.168579897264035,2.0,498.0,7.168579897264035,1297.0,8532,7.101675971619444,1,19,153000,11.938199736300925
3,6.593044534142437,0.0,0.0,6.593044534142437,0.0,12366,0.0,1,56,51689,10.853019618190086
5,7.6362696033793735,1.0,336.0,7.6362696033793735,825.0,15584,0.0,1,53,165000,12.013706813470414
6,7.136483208590247,2.0,641.0,7.136483208590247,1145.0,4217,6.870053411798126,1,1,195000,12.180759965737863
7,7.385230923066573,2.0,572.0,6.665683717782408,784.0,8400,0.0,2,1,195800,12.184854116317803
5,6.675823221634848,1.0,240.0,6.675823221634848,768.0,9022,0.0,1,3,109500,11.603688960617083
5,7.042286171939743,1.0,288.0,7.042286171939743,1008.0,7111,6.008813185442595,1,25,138000,11.835016210489899
5,7.403670290012373,2.0,490.0,6.90975328164481,1001.0,10759,5.25227342804663,2,36,140000,11.849404844423074
7,7.497207223203318,1.0,216.0,6.804614520062624,793.0,7588,5.8664680569332965,1,56,200100,12.206577518060588
7,7.317876198626496,2.0,440.0,7.317876198626496,1362.0,3013,2.833213344056216,2,1,213490,12.271349956195543
5,7.2813856635702825,2.0,572.0,7.2813856635702825,1420.0,11235,6.666956792429207,1,27,158450,11.973200676238312
4,7.051855622955894,1.0,240.0,6.680854678790215,796.0,5436,6.601230118728877,1,3,125500,11.74006900564972
6,7.085901464365611,1.0,312.0,7.085901464365611,1194.0,8760,0.0,1,51,148000,11.904974309480183
8,7.724446645633537,3.0,749.0,7.301822342137932,1482.0,12244,6.77078942390898,2,5,305000,12.628070334272698
7,7.394493107219038,2.0,474.0,6.639875833826536,764.0,2628,0.0,2,7,175500,12.075400019877522
7,7.29776828253138,2.0,552.0,6.6052979209482015,738.0,8145,0.0,2,0,179400,12.097378802727306
7,7.48605261786314,2.0,551.0,7.48605261786314,1782.0,14450,6.762729506931879,2,29,220000,12.301387370778713
6,7.089243155027514,0.0,0.0,6.9930151229329605,901.0,5586,0.0,1,10,79900,11.288543647320601
4,6.511745329644728,1.0,308.0,6.511745329644728,672.0,5400,0.0,1,3,86900,11.372524818667134
8,7.094234845924755,2.0,461.0,7.094234845924755,1191.0,3701,0.0,2,19,130000,11.775297421715827
5,7.027314514039777,2.0,506.0,7.027314514039777,1060.0,7400,4.653960350157523,1,24,152000,11.931642378754141
6,7.301822342137932,1.0,400.0,6.698268054115413,672.0,12155,5.056245805348308,2,58,140000,11.849404844423074
7,7.560601162768557,2.0,487.0,7.109062135687172,570.0,10192,0.0,3,14,170000,12.04355959836804
8,7.493317248862145,3.0,782.0,6.813444599510896,900.0,10603,6.52649485957079,2,3,270000,12.506180941677357
6,6.940222469119639,2.0,462.0,6.248042874508429,516.0,1879,5.905361848054571,1,28,116500,11.665655135642039
7,7.3098814858247865,2.0,530.0,7.3098814858247865,1494.0,12803,6.827629234502852,2,6,221000,12.30592250537653
6,7.00397413672268,0.0,0.0,7.00397413672268,1100.0,7500,0.0,1,0,146000,11.891368749982085
6,7.32052696227274,1.0,216.0,6.628041376179533,755.0,4899,5.723585101952381,1,56,149000,11.91170829631447
8,7.83399634170946,2.0,542.0,7.83399634170946,2524.0,9600,7.007600613951853,2,28,278000,12.535379989788607
7,7.4489161025442,3.0,642.0,6.8690144506657065,756.0,9550,5.37989735354046,1,36,140000,11.849404844423074
8,7.89655270164304,3.0,810.0,7.2909747781429814,1455.0,12720,7.068172000388042,2,9,327000,12.69771850797869
5,6.947937068614969,2.0,576.0,6.947937068614969,1040.0,12464,6.597145701886651,1,13,152000,11.931642378754141
5,6.982862751468942,1.0,338.0,6.982862751468942,961.0,8967,0.0,1,57,67000,11.112462823634855
7,6.985641817639208,2.0,496.0,6.274762021241939,530.0,2403,5.501258210544727,2,7,147110,11.898942682855576
5,6.672032945461067,1.0,200.0,6.672032945461067,768.0,10594,0.0,1,57,96500,11.477308649967686
6,7.697121317282625,2.0,432.0,7.362645270417825,697.0,19690,0.0,2,40,274970,12.524420916542532
8,7.307872780763706,2.0,490.0,7.307872780763706,1491.0,9116,0.0,2,5,209000,12.250094315624496
7,7.403670290012373,2.0,546.0,6.725033642166843,728.0,9600,2.833213344056216,1,16,178000,12.08954444723597
5,7.173958319756794,1.0,336.0,6.424869023905388,264.0,2665,0.0,1,29,104500,11.556951919719207
5,6.802394763324311,1.0,200.0,6.802394763324311,481.0,6756,0.0,1,58,78000,11.264476926102367
7,7.607878073278507,2.0,455.0,7.028201432058005,1117.0,9920,6.760414691083428,2,10,269790,12.505402864156405
8,7.53955882930103,3.0,880.0,6.862757913051401,955.0,12217,6.61472560020376,2,0,310013,12.644372736731912
5,7.493317248862145,1.0,352.0,6.957497370876951,1050.0,12150,0.0,2,54,131500,11.78676973513378
6,7.346010209913293,2.0,440.0,6.630683385642372,744.0,2280,6.311734809152915,2,9,172900,12.06047445534465
5,7.1808311990445555,2.0,610.0,7.1808311990445555,1313.0,9350,5.739792912179234,1,14,153000,11.938199736300925
4,6.762729506931879,2.0,576.0,6.762729506931879,864.0,10500,6.263398262591624,1,38,97000,11.48247656671073
5,7.4127640174265625,2.0,506.0,7.4127640174265625,1656.0,9246,0.0,2,35,135000,11.813037464800539
8,7.379008127628304,2.0,670.0,7.379008127628304,1581.0,11423,7.214504414151143,2,8,272000,12.513561021741964
6,7.406103381237015,2.0,441.0,6.836259277277067,715.0,9600,5.799092654460526,1,39,171000,12.049424683420915
5,7.261927092702751,3.0,828.0,7.261927092702751,1100.0,41600,6.954638864880987,1,17,155000,11.951186847493476
7,7.257002707092073,2.0,511.0,7.257002707092073,1417.0,8750,7.013915474810528,2,11,210000,12.25486757159303
6,7.40184157874383,2.0,472.0,6.8501261661455,943.0,9042,6.720220155135295,2,10,192000,12.165255859329688
5,7.2254814727822945,2.0,591.0,7.2254814727822945,1319.0,7424,7.1853870155804165,1,32,160250,11.984496615013056
6,7.175489713624222,2.0,624.0,7.175489713624222,1306.0,5381,6.803505257608338,2,4,196000,12.185875040240456
6,7.76046702921342,2.0,360.0,7.065613363597717,952.0,16560,6.222576268071369,2,56,239000,12.384223015005313
10,7.988203597022576,3.0,641.0,7.2633296174768365,1410.0,13682,0.0,3,0,438780,12.991755706536901
5,7.3310603052186325,1.0,364.0,7.3310603052186325,1216.0,8562,5.950642552587727,1,8,144500,11.881041706925902
8,7.834788107388194,3.0,844.0,7.093404625868766,1165.0,10120,6.608000625296087,2,12,290000,12.577639650232573
6,6.8966943316227125,2.0,540.0,6.8966943316227125,938.0,21453,6.844815479208263,1,37,180000,12.100717685412471
5,6.774223886357614,1.0,288.0,6.774223886357614,864.0,10172,6.091309882077698,1,3,126500,11.748005492256807
9,7.755767170102998,3.0,751.0,7.395107546562485,1590.0,12858,0.0,2,0,376162,12.837777839071741
6,7.249215057114389,0.0,0.0,6.943122422819428,319.0,7920,0.0,1,58,89500,11.402005077384885
7,7.488293515159428,2.0,608.0,6.825460036255307,920.0,11250,6.18826412308259,2,6,223500,12.317171167298682
8,7.8407064517494,3.0,729.0,7.060476365999801,1149.0,12328,6.894670039433482,3,2,349265,12.76358908852511
6,7.3537223303996315,2.0,463.0,7.3537223303996315,1561.0,13339,4.189654742026425,2,49,193000,12.170450649220749
6,7.104144092987527,2.0,402.0,7.104144092987527,1216.0,4500,6.8001700683022,2,8,164000,12.00762780434872
5,6.680854678790215,0.0,0.0,6.680854678790215,796.0,8777,0.0,1,58,85000,11.350418300109132
7,7.4067107301776405,1.0,240.0,6.823286122355687,918.0,7128,5.8998973535824915,2,57,164000,12.00762780434872
5,7.808729306744399,2.0,400.0,7.5652752818989315,1140.0,9724,6.508769136971682,2,8,197600,12.194005125011843
6,7.256297239690681,1.0,312.0,6.660575149839686,780.0,6000,5.707110264748875,1,60,139900,11.848690308590857
5,6.877296071497429,2.0,440.0,6.877296071497429,969.0,10356,6.57507584059962,1,32,122000,11.711784520403112
7,7.422971251049421,2.0,583.0,7.422971251049421,1673.0,11354,7.253470382684528,2,7,270000,12.506180941677357
6,6.942156705699469,2.0,504.0,6.942156705699469,456.0,8014,6.124683390894205,1,31,149900,11.917730355182513
7,7.411556287811163,3.0,900.0,7.411556287811163,1654.0,8125,6.894670039433482,2,4,230000,12.345838935721968
6,7.232010331664759,2.0,884.0,7.232010331664759,1362.0,19296,6.511745329644728,1,47,176000,12.07824495582233
4,6.996681488176539,0.0,0.0,5.921578419643816,0.0,5600,0.0,2,60,55000,10.915106645867503
8,7.355001921105257,3.0,758.0,7.355001921105257,1563.0,10206,3.5263605246161616,2,1,245000,12.409017571151187
7,8.158802490694002,3.0,870.0,7.424165281042028,1470.0,18386,0.0,3,6,295000,12.59473402514672
5,7.532088143541722,2.0,495.0,7.532088143541722,1866.0,9482,0.0,2,51,135000,11.813037464800539
7,7.282073658093465,2.0,445.0,7.282073658093465,1453.0,5271,6.9874902470009905,1,20,190000,12.154784614286667
6,6.673297967767654,1.0,160.0,6.673297967767654,768.0,6292,5.953243334287785,1,58,91000,11.418625774449598
6,7.31455283232408,2.0,420.0,6.548219102762372,697.0,7685,6.251903883165888,2,12,165600,12.017336559562407
6,6.8658910748834385,1.0,301.0,6.8658910748834385,958.0,12772,6.212606095751519,1,9,151500,11.928347504569842
