Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Mo Sold,Yr Sold,Sale Type,Sale Condition,Age,year_since_remod
838,907130100,4.110873864173311,RL,4.189654742026425,15426,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,6.71174039505618,Unf,0.0,4.68213122712422,928.0,GasA,Ex,Y,SBrkr,6.834108738813838,6.729824070489475,0.0,7.475905969367397,1.0,0.0,2,1,3,0.6931471805599453,Gd,7,Typ,0,,Attchd,1997.0,RFn,2.0,470.0,TA,TA,Y,5.6240175061873385,4.605170185988092,8,2009,WD ,Normal,12,12
839,907131090,4.110873864173311,RL,3.784189633918261,10667,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,PosN,Norm,1Fam,2Story,7,6,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,5.955837369464831,ALQ,5.84354441703136,4.2626798770413155,799.0,GasA,Ex,Y,SBrkr,6.71901315438526,6.727431724850855,0.0,7.415776975415394,1.0,0.0,2,1,3,0.6931471805599453,Gd,6,Typ,1,TA,Attchd,1996.0,RFn,2.0,550.0,TA,TA,Y,5.0689042022202315,4.127134385045092,4,2009,ConLw,Normal,13,13
840,907131190,3.044522437723423,RL,4.189654742026425,14753,Pave,IR2,Low,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,1Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,6.85751406254539,Unf,0.0,6.2422232654551655,1463.0,GasA,Ex,Y,SBrkr,7.288927694521257,0.0,0.0,7.288927694521257,1.0,0.0,2,0,3,0.6931471805599453,TA,5,Typ,0,,Attchd,1998.0,Fin,2.0,539.0,TA,TA,Y,0.0,4.406719247264253,12,2009,WD ,Normal,11,11
841,907135040,3.044522437723423,RL,4.727387818712341,10859,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,7.001245622069476,1097.0,GasA,Ex,Y,SBrkr,7.001245622069476,0.0,0.0,7.001245622069476,0.0,0.0,1,1,3,0.6931471805599453,TA,6,Typ,0,,Attchd,1995.0,Unf,2.0,672.0,TA,TA,Y,5.973809611869261,4.174387269895637,6,2009,WD ,Normal,15,14
842,907135170,3.044522437723423,RL,4.110873864173311,8072,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,Gd,No,ALQ,6.616065185132817,Unf,0.0,5.501258210544727,990.0,GasA,Ex,Y,SBrkr,6.898714534329988,0.0,0.0,6.898714534329988,1.0,0.0,1,0,3,0.6931471805599453,TA,5,Typ,0,,Detchd,2000.0,Unf,2.0,480.0,TA,TA,Y,0.0,4.174387269895637,5,2009,WD ,Normal,15,14
843,907175100,4.110873864173311,RL,4.394449154672439,10400,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,6.7650389767805414,866.0,GasA,Ex,Y,SBrkr,6.7650389767805414,6.81783057145415,0.0,7.484368643286131,0.0,0.0,2,1,3,0.6931471805599453,Gd,6,Typ,0,,Attchd,1998.0,RFn,2.0,546.0,TA,TA,Y,5.293304824724492,3.6109179126442243,3,2009,WD ,Normal,11,11
844,907180130,3.044522437723423,RL,4.3694478524670215,10335,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.214935757608986,Gd,TA,PConc,Gd,TA,Gd,GLQ,6.522092798170152,Unf,0.0,6.699500340161678,1490.0,GasA,Ex,Y,SBrkr,7.31455283232408,0.0,0.0,7.31455283232408,1.0,0.0,2,0,3,0.6931471805599453,Gd,6,Typ,0,,Attchd,1999.0,RFn,2.0,577.0,TA,TA,Y,4.976733742420574,3.4011973816621555,6,2009,WD ,Normal,10,10
845,907181100,3.044522437723423,RL,4.23410650459726,9017,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,6.329720905522696,Unf,0.0,6.77078942390898,1431.0,GasA,Ex,Y,SBrkr,7.266827347520591,0.0,0.0,7.266827347520591,1.0,0.0,2,0,3,0.6931471805599453,Gd,6,Typ,0,,Attchd,1999.0,Fin,2.0,666.0,TA,TA,Y,0.0,3.58351893845611,9,2009,WD ,Normal,10,10
846,907185050,4.110873864173311,RL,4.2626798770413155,8750,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,4.795790545596741,TA,TA,PConc,Gd,TA,No,GLQ,6.408528791059498,Unf,0.0,5.777652323222656,928.0,GasA,Ex,Y,SBrkr,6.834108738813838,6.739336627357174,0.0,7.480428306074208,1.0,0.0,2,1,3,0.6931471805599453,TA,7,Typ,1,TA,Attchd,1998.0,RFn,2.0,492.0,TA,TA,Y,5.017279836814924,4.574710978503383,4,2009,WD ,Normal,11,11
847,907192030,4.110873864173311,RL,4.23410650459726,8935,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,4.564348191467836,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.723832440821209,831.0,GasA,Ex,Y,SBrkr,6.723832440821209,6.721425700790643,0.0,7.415175109613295,0.0,0.0,2,1,3,0.6931471805599453,Gd,7,Typ,0,,Attchd,2002.0,RFn,2.0,493.0,TA,TA,Y,4.976733742420574,4.23410650459726,7,2009,WD ,Normal,7,7
848,907192090,3.044522437723423,RL,4.219507705176107,9808,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,4.709530201312334,Gd,TA,PConc,Gd,TA,No,GLQ,6.670766320845874,Unf,0.0,6.666956792429207,1573.0,GasA,Ex,Y,SBrkr,7.3613754289773485,0.0,0.0,7.3613754289773485,1.0,0.0,2,0,3,0.6931471805599453,Gd,6,Typ,0,,Attchd,2002.0,RFn,2.0,544.0,TA,TA,Y,0.0,4.290459441148391,3,2009,WD ,Normal,7,7
849,907194010,4.110873864173311,RL,4.382026634673881,12420,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,6.502790045915623,Unf,0.0,5.631211781821365,944.0,GasA,Ex,Y,SBrkr,6.851184927493743,6.799055862058796,0.0,7.518064181233078,1.0,0.0,2,1,3,0.6931471805599453,Gd,6,Typ,0,,Attchd,2001.0,RFn,2.0,622.0,TA,TA,Y,0.0,3.828641396489095,6,2009,WD ,Normal,8,8
850,907194110,3.044522437723423,RL,4.219507705176107,16285,Pave,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,7.254177846456518,1413.0,GasA,Ex,Y,SBrkr,7.266128779556451,0.0,0.0,7.266128779556451,0.0,0.0,2,0,3,0.6931471805599453,Gd,6,Typ,0,,Attchd,2001.0,RFn,2.0,605.0,TA,TA,Y,0.0,3.5263605246161616,6,2009,WD ,Normal,8,7
851,907194160,3.044522437723423,RL,4.189654742026425,10739,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,4.23410650459726,Gd,TA,PConc,Gd,TA,No,GLQ,7.138866999945524,Unf,0.0,5.153291594497779,1431.0,GasA,Ex,Y,SBrkr,7.275864600546533,0.0,0.0,7.275864600546533,1.0,0.0,2,0,3,0.6931471805599453,Gd,6,Typ,0,,Attchd,2002.0,RFn,2.0,577.0,TA,TA,Y,4.976733742420574,3.713572066704308,4,2009,WD ,Normal,7,8
852,907196060,3.044522437723423,RL,4.330733340286331,11166,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.198497031265826,Gd,TA,PConc,Gd,TA,Mn,GLQ,3.2188758248682006,Unf,0.0,7.292337176173877,1492.0,GasA,Ex,Y,SBrkr,7.30854279753919,0.0,0.0,7.30854279753919,0.0,0.0,2,0,3,0.6931471805599453,Gd,6,Typ,1,TA,Attchd,2001.0,RFn,2.0,608.0,TA,TA,Y,0.0,4.74493212836325,7,2009,WD ,Family,8,8
853,907200230,3.044522437723423,RL,4.110873864173311,8430,Pave,Reg,HLS,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,5,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,4.919980925828125,TA,TA,CBlock,Gd,TA,No,Rec,6.424869023905388,Unf,0.0,6.052089168924417,1040.0,GasA,TA,Y,SBrkr,6.947937068614969,0.0,0.0,6.947937068614969,0.0,0.0,2,0,3,0.6931471805599453,TA,5,Typ,0,,,,,0.0,0.0,,,Y,0.0,0.0,8,2009,WD ,Normal,31,31
854,907201220,3.044522437723423,RL,,16269,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1978,1978,Gable,CompShg,MetalSd,MetalSd,BrkFace,4.343805421853684,TA,TA,BrkTil,Gd,TA,Av,GLQ,6.439350371100098,Unf,0.0,5.645446897643238,907.0,GasA,TA,Y,SBrkr,6.811244378601294,0.0,0.0,6.811244378601294,0.0,0.0,1,0,3,0.6931471805599453,TA,5,Typ,0,,Attchd,1978.0,Unf,1.0,343.0,TA,TA,Y,4.290459441148391,0.0,7,2009,WD ,Normal,31,31
855,907201280,3.044522437723423,RL,4.343805421853684,6950,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1979,1979,Gable,CompShg,HdBoard,HdBoard,BrkFace,3.713572066704308,TA,TA,CBlock,TA,TA,No,ALQ,6.566672429803241,BLQ,4.290459441148391,4.890349128221754,914.0,GasA,TA,Y,SBrkr,6.818924065275521,0.0,0.0,6.818924065275521,1.0,0.0,1,0,2,0.6931471805599453,TA,5,Typ,0,,Attchd,1979.0,Unf,2.0,444.0,TA,TA,Y,0.0,0.0,10,2009,WD ,Normal,30,30
856,907202050,3.044522437723423,RL,4.127134385045092,8800,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,2008,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Mn,LwQ,6.278521424165844,Rec,4.976733742420574,5.8998973535824915,1040.0,GasA,TA,Y,SBrkr,6.947937068614969,0.0,0.0,6.947937068614969,0.0,0.0,2,0,3,0.6931471805599453,Gd,5,Typ,0,,Detchd,1977.0,Unf,2.0,484.0,TA,TA,Y,0.0,0.0,9,2009,WD ,Normal,32,1
857,907202080,3.044522437723423,RL,,7000,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,8,1978,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,4.51085950651685,Gd,Gd,CBlock,TA,TA,No,ALQ,6.472346294500901,Unf,0.0,5.389071729816501,864.0,GasA,Ex,Y,SBrkr,6.762729506931879,0.0,0.0,6.762729506931879,1.0,0.0,1,0,3,0.6931471805599453,TA,6,Typ,0,,Attchd,1978.0,Unf,1.0,336.0,TA,TA,Y,0.0,0.0,7,2009,WD ,Normal,31,4
858,907202130,3.044522437723423,RL,,9286,Pave,IR1,Lvl,AllPub,CulDSac,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,1989,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,Gd,Gd,Av,ALQ,5.2832037287379885,Unf,0.0,6.9782137426306985,1268.0,GasA,TA,Y,SBrkr,7.1459844677143876,0.0,0.0,7.1459844677143876,0.0,0.0,1,1,3,0.6931471805599453,Gd,5,Typ,0,,Detchd,1978.0,Unf,1.0,252.0,TA,TA,Y,5.159055299214529,0.0,10,2009,WD ,Normal,32,20
859,907227030,3.044522437723423,RL,3.6109179126442243,15523,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1972,1972,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,6.133398042996649,Unf,0.0,6.003887067106539,864.0,GasA,Ex,Y,SBrkr,6.762729506931879,0.0,0.0,6.762729506931879,1.0,0.0,1,0,3,0.6931471805599453,TA,5,Typ,1,Fa,Attchd,1972.0,Unf,1.0,338.0,TA,TA,Y,0.0,0.0,8,2009,WD ,Normal,37,37
860,907227080,3.044522437723423,RL,4.110873864173311,7200,Pave,Reg,Low,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,1972,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,Rec,6.656726524178391,Unf,0.0,4.770684624465665,894.0,GasA,TA,Y,SBrkr,6.796823718274855,0.0,0.0,6.796823718274855,0.0,0.0,1,0,2,0.6931471805599453,TA,6,Typ,0,,Detchd,1985.0,RFn,2.0,600.0,TA,TA,Y,5.375278407684165,0.0,9,2009,WD ,Normal,37,37
861,907227110,4.454347296253507,RL,4.110873864173311,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,8,1972,2003,Gable,CompShg,WdShing,HdBoard,None,0.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,6.493753839851686,Unf,0.0,4.6913478822291435,768.0,GasA,Gd,Y,SBrkr,6.645090969505644,0.0,0.0,6.645090969505644,0.0,0.6931471805599453,1,0,2,0.6931471805599453,TA,5,Typ,0,,Detchd,1974.0,Fin,1.0,396.0,TA,TA,Y,5.262690188904886,0.0,4,2009,WD ,Normal,37,6
862,907227290,4.454347296253507,RL,4.2626798770413155,8445,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,7,1972,2007,Gable,CompShg,HdBoard,Wd Shng,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,6.48768401848461,Unf,0.0,4.727387818712341,768.0,GasA,TA,Y,SBrkr,6.645090969505644,0.0,0.0,6.645090969505644,1.0,0.0,1,0,2,0.6931471805599453,TA,5,Typ,0,,Detchd,1988.0,Unf,2.0,396.0,TA,TA,Y,4.07753744390572,0.0,3,2009,WD ,Normal,37,2
863,907250070,3.044522437723423,RL,4.51085950651685,11664,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,7.118826249062078,Unf,0.0,5.817111159963204,1569.0,GasA,Ex,Y,SBrkr,7.385230923066573,0.0,0.0,7.385230923066573,1.0,0.0,2,0,3,0.6931471805599453,Gd,6,Typ,0,,Attchd,2002.0,RFn,3.0,1231.0,TA,TA,Y,5.572154032177765,4.543294782270004,9,2009,WD ,Normal,7,7
864,907252060,4.110873864173311,RL,,12334,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.293304824724492,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,6.974478911025045,1068.0,GasA,Ex,Y,SBrkr,6.974478911025045,7.018401799069201,0.0,7.68937110752969,0.0,0.0,2,1,4,0.6931471805599453,Gd,8,Typ,1,Gd,BuiltIn,2003.0,RFn,2.0,570.0,TA,TA,Y,5.262690188904886,4.890349128221754,6,2009,WD ,Normal,6,6
865,907252210,3.044522437723423,RL,,11838,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2001,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,7.469654172932128,1753.0,GasA,Ex,Y,SBrkr,7.489412083508719,0.0,0.0,7.489412083508719,0.0,0.0,2,0,3,0.6931471805599453,Ex,7,Typ,1,TA,Attchd,2001.0,RFn,2.0,522.0,TA,TA,Y,5.313205979041787,5.0238805208462765,6,2009,WD ,Normal,8,8
866,907252220,4.110873864173311,RL,,11885,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,4.6913478822291435,Gd,TA,PConc,Gd,TA,Av,GLQ,6.898714534329988,Unf,0.0,5.736572297479192,1299.0,GasA,Ex,Y,SBrkr,7.170119543449628,6.352629396319567,0.0,7.5352967024440884,1.0,0.0,2,1,3,0.6931471805599453,Ex,7,Typ,1,TA,BuiltIn,2001.0,RFn,2.0,531.0,TA,TA,Y,5.081404364984463,4.812184355372417,11,2009,WD ,Normal,8,8
867,907253130,4.110873864173311,RL,,11050,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,2Story,9,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,5.3230099791384085,Gd,TA,PConc,Ex,TA,Mn,GLQ,6.807934943699926,Unf,0.0,6.285998094508865,1440.0,GasA,Ex,Y,SBrkr,7.29776828253138,6.519147287940395,0.0,7.675081857716334,1.0,0.0,2,1,3,0.6931471805599453,Ex,8,Typ,2,Ex,Attchd,2000.0,Fin,3.0,736.0,TA,TA,Y,5.537334267018537,4.962844630259907,5,2009,WD ,Normal,9,9
868,907260030,4.110873864173311,RL,4.2626798770413155,8749,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,,,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.734591659972948,840.0,GasA,Ex,Y,SBrkr,6.734591659972948,6.786716950605081,0.0,7.453561871643373,0.0,0.0,2,1,3,0.6931471805599453,Gd,6,Typ,0,,Attchd,2002.0,RFn,2.0,550.0,TA,TA,Y,0.0,3.8918202981106265,11,2009,WD ,Normal,7,7
869,907265010,4.110873864173311,RL,,11250,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.851184927493743,944.0,GasA,Ex,Y,SBrkr,6.851184927493743,6.831953565565855,0.0,7.534228326274089,0.0,0.0,2,1,3,0.6931471805599453,Gd,6,Typ,0,,Attchd,2001.0,RFn,2.0,608.0,TA,TA,Y,5.54907608489522,3.784189633918261,5,2009,WD ,Normal,8,8
870,907275010,3.044522437723423,RL,4.51085950651685,15750,Pave,Reg,Lvl,AllPub,FR3,Gtl,CollgCr,Feedr,Norm,1Fam,1Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.564520407322694,Gd,TA,PConc,Gd,TA,Gd,GLQ,7.1284959456800365,Unf,0.0,5.37989735354046,1462.0,GasA,Ex,Y,SBrkr,7.322510433997394,0.0,0.0,7.322510433997394,1.0,0.0,2,0,2,0.6931471805599453,Gd,5,Typ,1,TA,Attchd,1999.0,Fin,2.0,521.0,TA,TA,Y,4.912654885736052,3.5553480614894135,6,2009,WD ,Normal,10,9
871,907275090,3.044522437723423,RL,4.30406509320417,11883,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,5.2832037287379885,Gd,TA,PConc,Gd,TA,Gd,GLQ,6.53813982376767,Unf,0.0,6.703188113240863,1504.0,GasA,Ex,Y,SBrkr,7.316548177182976,0.0,0.0,7.316548177182976,1.0,0.0,2,0,3,0.6931471805599453,Gd,6,Typ,1,TA,Attchd,1996.0,Fin,2.0,478.0,TA,TA,Y,4.7535901911063645,4.204692619390966,6,2009,WD ,Normal,13,13
872,907275140,3.044522437723423,RL,,12782,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,2003,Hip,CompShg,HdBoard,HdBoard,BrkFace,5.10594547390058,Gd,TA,PConc,Ex,TA,Gd,GLQ,7.215975002651466,Unf,0.0,6.137727054086234,1822.0,GasA,Ex,Y,SBrkr,7.511524648390866,0.0,0.0,7.511524648390866,1.0,0.0,2,0,3,0.6931471805599453,Gd,7,Typ,1,Gd,Attchd,2002.0,Fin,2.0,523.0,TA,TA,Y,5.272999558563747,4.976733742420574,6,2009,WD ,Normal,7,6
873,907280170,3.044522437723423,RL,4.2626798770413155,8750,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.3471075307174685,Gd,TA,PConc,Gd,TA,Av,GLQ,7.013915474810528,Unf,0.0,5.726847747587197,1417.0,GasA,Ex,Y,SBrkr,7.257002707092073,0.0,0.0,7.257002707092073,1.0,0.0,2,0,3,0.6931471805599453,Gd,7,Typ,1,TA,Attchd,1997.0,Unf,2.0,511.0,TA,TA,Y,4.110873864173311,0.0,8,2009,WD ,Normal,12,11
874,907285020,4.110873864173311,RL,,9375,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,6.352629396319567,TA,TA,PConc,Gd,TA,No,GLQ,6.606650186198215,Unf,0.0,5.765191102784844,1057.0,GasA,Ex,Y,SBrkr,6.964135612418245,6.885509670034818,0.0,7.618251097876695,1.0,0.0,2,1,3,0.6931471805599453,Gd,8,Typ,0,,Attchd,1998.0,RFn,2.0,645.0,TA,TA,Y,6.3578422665081,3.6109179126442243,2,2009,WD ,Normal,12,11
875,907285050,4.110873864173311,RL,4.2626798770413155,8750,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.78105762593618,880.0,GasA,Ex,Y,SBrkr,6.813444599510896,6.694562058521095,0.0,7.448333860897476,0.0,0.0,2,1,2,0.6931471805599453,Gd,7,Typ,1,TA,Attchd,1996.0,RFn,2.0,512.0,TA,TA,Y,0.0,4.795790545596741,7,2009,WD ,Normal,13,13
876,907290070,3.044522437723423,RL,4.2626798770413155,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,7.10085190894405,1212.0,GasA,Ex,Y,SBrkr,7.10085190894405,0.0,0.0,7.10085190894405,0.0,0.0,2,0,3,0.6931471805599453,Gd,6,Typ,0,,Attchd,2001.0,RFn,2.0,573.0,TA,TA,Y,5.877735781779639,0.0,6,2009,WD ,Normal,8,8
877,907290090,3.044522437723423,RL,4.330733340286331,9750,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.147494476813453,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,7.396948602621014,1630.0,GasA,Ex,Y,SBrkr,7.396948602621014,0.0,0.0,7.396948602621014,0.0,0.0,2,0,3,0.6931471805599453,Gd,6,Typ,1,TA,Attchd,2000.0,Unf,2.0,451.0,TA,TA,Y,4.31748811353631,5.459585514144159,10,2009,WD ,Normal,9,8
878,907290180,4.795790545596741,RM,,4435,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.14166355650266,Gd,TA,PConc,Gd,TA,Av,GLQ,6.530877627725885,Unf,0.0,5.099866427824199,848.0,GasA,Ex,Y,SBrkr,6.744059186311348,0.0,0.0,6.744059186311348,1.0,0.0,1,0,1,0.6931471805599453,Gd,4,Typ,0,,Attchd,2003.0,Fin,2.0,420.0,TA,TA,Y,4.948759890378168,0.0,6,2009,WD ,Normal,6,5
879,907290210,4.795790545596741,RM,,4435,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.14166355650266,Gd,TA,PConc,Gd,TA,Av,GLQ,6.530877627725885,Unf,0.0,5.099866427824199,848.0,GasA,Ex,Y,SBrkr,6.744059186311348,0.0,0.0,6.744059186311348,1.0,0.0,1,0,1,0.6931471805599453,Gd,4,Typ,0,,Attchd,2003.0,Fin,2.0,420.0,TA,TA,Y,4.948759890378168,0.0,5,2009,WD ,Normal,6,6
880,907410130,3.044522437723423,RL,4.454347296253507,10200,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.198497031265826,Gd,TA,PConc,Gd,TA,Av,GLQ,7.2991214627108,Unf,0.0,4.61512051684126,1578.0,GasA,Ex,Y,SBrkr,7.3796321526095525,0.0,0.0,7.3796321526095525,1.0,0.0,2,0,3,0.6931471805599453,Gd,7,Typ,1,Gd,Attchd,2007.0,RFn,3.0,810.0,TA,TA,Y,0.0,3.8918202981106265,1,2009,WD ,Normal,2,2
